data,day_of_week,n1,n2,n3,n4,n5,n6,star
2019-07-20,Saturday,2,23,29,51,79,84,67
2019-07-18,Thursday,12,22,37,40,51,68,49
2019-07-16,Tuesday,30,47,48,60,67,90,85
2019-07-13,Saturday,3,13,15,36,42,90,6
2019-07-11,Thursday,15,26,32,48,66,84,80
2019-07-09,Tuesday,1,20,26,54,59,74,52
2019-07-06,Saturday,6,12,22,25,29,62,90
2019-07-04,Thursday,40,42,57,64,80,86,38
2019-07-02,Tuesday,13,18,37,48,63,67,65
2019-06-29,Saturday,6,22,33,45,60,81,68
2019-06-27,Thursday,33,34,37,50,68,82,22
2019-06-25,Tuesday,14,43,61,62,75,85,69
2019-06-22,Saturday,35,39,41,69,70,74,89
2019-06-20,Thursday,25,26,35,42,65,76,77
2019-06-18,Tuesday,13,23,63,67,68,81,38
2019-06-15,Saturday,4,23,43,47,74,82,73
2019-06-13,Thursday,11,22,23,26,32,77,18
2019-06-11,Tuesday,16,25,36,46,48,58,73
2019-06-08,Saturday,15,16,54,64,66,72,44
2019-06-06,Thursday,2,15,47,54,78,79,68
2019-06-04,Tuesday,15,49,63,79,85,86,68
2019-06-01,Saturday,17,19,24,46,48,72,56
2019-05-30,Thursday,16,33,59,65,69,73,29
2019-05-28,Tuesday,8,30,33,58,84,89,88
2019-05-25,Saturday,33,51,53,59,66,68,43
2019-05-23,Thursday,2,8,15,32,72,79,16
2019-05-21,Tuesday,20,38,76,82,84,87,75
2019-05-18,Saturday,31,33,44,57,62,65,25
2019-05-16,Thursday,11,25,37,67,75,85,35
2019-05-14,Tuesday,37,59,69,75,89,90,2
2019-05-11,Saturday,9,20,47,58,65,78,25
2019-05-09,Thursday,3,17,26,38,54,82,42
2019-05-07,Tuesday,5,8,21,49,66,90,77
2019-05-04,Saturday,4,15,41,52,76,85,14
2019-05-02,Thursday,1,28,57,75,82,83,52
2019-04-30,Tuesday,13,29,31,51,55,72,36
2019-04-29,Monday,8,22,61,65,69,74,86
2019-04-27,Saturday,6,17,18,42,64,71,88
2019-04-23,Tuesday,19,20,32,51,63,79,78
2019-04-20,Saturday,5,18,76,87,88,89,17
2019-04-18,Thursday,7,10,46,47,73,89,1
2019-04-16,Tuesday,15,55,58,62,82,90,24
2019-04-13,Saturday,16,22,30,40,51,77,39
2019-04-11,Thursday,5,10,52,60,85,88,46
2019-04-09,Tuesday,1,13,28,33,37,65,83
2019-04-06,Saturday,41,54,85,87,88,89,71
2019-04-04,Thursday,7,29,38,49,66,70,41
2019-04-02,Tuesday,19,25,30,32,37,60,85
2019-03-30,Saturday,1,10,20,28,47,55,6
2019-03-28,Thursday,43,53,58,68,83,90,89
2019-03-26,Tuesday,14,27,45,47,52,84,12
2019-03-23,Saturday,21,32,43,63,83,90,25
2019-03-21,Thursday,27,32,52,59,69,90,75
2019-03-19,Tuesday,12,15,38,43,56,85,80
2019-03-16,Saturday,49,61,63,77,87,88,13
2019-03-14,Thursday,27,28,42,63,78,86,70
2019-03-12,Tuesday,13,37,58,66,67,88,6
2019-03-09,Saturday,9,15,51,70,78,86,17
2019-03-07,Thursday,8,42,51,62,80,84,24
2019-03-05,Tuesday,3,6,16,36,56,82,83
2019-03-02,Saturday,19,34,37,40,66,69,25
2019-02-28,Thursday,2,11,50,55,79,85,58
2019-02-26,Tuesday,13,25,27,52,66,75,16
2019-02-23,Saturday,5,31,47,60,68,88,62
2019-02-21,Thursday,11,16,43,59,87,90,31
2019-02-19,Tuesday,15,16,32,63,67,70,20
2019-02-16,Saturday,10,17,42,59,61,80,65
2019-02-14,Thursday,4,30,47,76,78,83,53
2019-02-12,Tuesday,14,28,64,69,84,90,27
2019-02-09,Saturday,5,26,43,52,63,90,6
2019-02-07,Thursday,9,26,27,49,54,76,51
2019-02-05,Tuesday,11,21,34,46,50,86,55
2019-02-02,Saturday,37,42,52,80,86,88,45
2019-01-31,Thursday,4,21,59,63,65,83,29
2019-01-29,Tuesday,6,11,29,65,87,90,15
2019-01-26,Saturday,17,19,62,72,78,82,46
2019-01-24,Thursday,3,19,40,49,60,82,12
2019-01-22,Tuesday,3,22,79,82,83,88,58
2019-01-19,Saturday,1,15,45,48,60,80,2
2019-01-17,Thursday,21,26,33,35,63,89,9
2019-01-15,Tuesday,8,43,51,56,57,87,25
2019-01-12,Saturday,16,33,36,62,73,88,48
2019-01-10,Thursday,2,39,66,76,86,87,15
2019-01-08,Tuesday,23,34,38,54,57,87,39
2019-01-07,Monday,3,8,28,45,55,58,1
2019-01-05,Saturday,46,52,55,68,76,89,11
2019-01-03,Thursday,1,35,52,56,64,70,79
2018-12-29,Saturday,24,37,46,49,62,71,53
2018-12-27,Thursday,36,43,44,49,78,82,18
2018-12-24,Monday,12,19,36,42,77,87,47
2018-12-22,Saturday,4,14,16,51,64,88,65
2018-12-20,Thursday,11,49,58,71,76,89,20
2018-12-18,Tuesday,39,61,68,69,70,86,73
2018-12-15,Saturday,5,23,36,42,47,79,56
2018-12-13,Thursday,7,9,12,21,30,41,44
2018-12-11,Tuesday,6,17,32,38,47,90,75
2018-12-10,Monday,7,37,52,73,87,88,44
2018-12-06,Thursday,10,30,44,45,47,49,15
2018-12-04,Tuesday,6,31,37,47,71,78,8
2018-12-01,Saturday,7,16,33,54,80,84,18
2018-11-29,Thursday,6,22,27,36,62,76,28
2018-11-27,Tuesday,6,12,15,30,31,89,37
2018-11-24,Saturday,30,38,63,68,77,80,45
2018-11-22,Thursday,15,24,28,34,56,73,51
2018-11-20,Tuesday,3,9,43,48,61,83,7
2018-11-17,Saturday,3,5,38,53,54,82,9
2018-11-15,Thursday,6,12,34,36,40,66,82
2018-11-13,Tuesday,7,15,22,31,46,50,61
2018-11-10,Saturday,9,15,20,46,50,84,3
2018-11-08,Thursday,11,15,20,27,45,59,7
2018-11-06,Tuesday,4,16,24,42,51,84,14
2018-11-05,Monday,8,36,39,40,48,50,68
2018-11-03,Saturday,23,35,40,79,86,87,13
2018-10-30,Tuesday,38,40,43,59,67,72,22
2018-10-27,Saturday,3,12,35,51,59,80,34
2018-10-25,Thursday,10,21,24,26,29,89,60
2018-10-23,Tuesday,6,30,49,56,64,81,42
2018-10-20,Saturday,4,14,27,38,89,90,57
2018-10-18,Thursday,16,23,50,73,80,88,89
2018-10-16,Tuesday,8,13,25,50,65,72,54
2018-10-13,Saturday,14,36,39,46,55,59,64
2018-10-11,Thursday,20,23,39,50,62,68,27
2018-10-09,Tuesday,10,36,49,53,77,85,35
2018-10-06,Saturday,27,28,33,75,77,78,20
2018-10-04,Thursday,15,30,72,79,86,90,70
2018-10-02,Tuesday,3,7,18,47,64,82,84
2018-09-29,Saturday,34,54,77,80,81,87,18
2018-09-27,Thursday,21,37,46,56,65,77,76
2018-09-25,Tuesday,17,24,57,64,70,89,76
2018-09-22,Saturday,12,16,29,45,82,85,89
2018-09-20,Thursday,15,18,56,67,72,74,6
2018-09-18,Tuesday,2,24,31,42,47,55,40
2018-09-15,Saturday,3,26,34,61,84,87,67
2018-09-13,Thursday,16,23,29,49,57,76,30
2018-09-11,Tuesday,59,61,63,65,71,84,12
2018-09-08,Saturday,7,25,32,39,59,86,27
2018-09-06,Thursday,2,23,34,52,76,87,58
2018-09-04,Tuesday,18,25,47,51,70,83,2
2018-09-01,Saturday,1,4,19,23,55,68,28
2018-08-30,Thursday,16,28,29,55,63,69,46
2018-08-28,Tuesday,1,26,39,43,73,89,55
2018-08-25,Saturday,42,44,54,68,69,81,70
2018-08-23,Thursday,14,23,32,34,40,80,73
2018-08-21,Tuesday,2,16,30,39,51,79,57
2018-08-18,Saturday,7,14,27,66,70,81,76
2018-08-16,Thursday,2,10,12,21,22,50,3
2018-08-14,Tuesday,21,43,45,57,67,83,37
2018-08-11,Saturday,14,57,73,79,82,84,83
2018-08-09,Thursday,31,32,46,54,73,90,47
2018-08-07,Tuesday,11,18,21,23,55,66,26
2018-08-04,Saturday,23,39,53,56,64,84,22
2018-08-02,Thursday,5,6,41,44,65,74,61
2018-07-31,Tuesday,23,32,49,53,61,85,87
2018-07-28,Saturday,10,19,47,67,68,75,40
2018-07-26,Thursday,21,34,53,72,80,84,73
2018-07-24,Tuesday,7,29,37,43,72,79,30
2018-07-21,Saturday,22,36,38,56,59,67,52
2018-07-19,Thursday,11,38,47,71,76,77,43
2018-07-17,Tuesday,30,35,44,60,72,76,23
2018-07-14,Saturday,2,9,14,19,27,77,75
2018-07-12,Thursday,3,13,18,24,74,89,34
2018-07-10,Tuesday,27,41,50,60,63,81,90
2018-07-07,Saturday,3,51,55,64,77,79,34
2018-07-05,Thursday,11,19,27,41,61,83,3
2018-07-03,Tuesday,28,33,38,41,66,72,31
2018-06-30,Saturday,9,13,23,32,45,54,80
2018-06-28,Thursday,28,36,55,76,81,89,16
2018-06-26,Tuesday,2,6,37,39,51,86,7
2018-06-23,Saturday,4,17,29,55,67,70,72
2018-06-21,Thursday,6,11,37,42,58,62,26
2018-06-19,Tuesday,1,7,25,40,68,75,84
2018-06-16,Saturday,2,9,15,22,47,65,86
2018-06-14,Thursday,5,37,51,65,79,81,30
2018-06-12,Tuesday,1,12,31,33,44,50,48
2018-06-09,Saturday,13,32,41,51,61,86,42
2018-06-07,Thursday,33,39,47,64,67,76,31
2018-06-05,Tuesday,6,10,11,21,71,75,26
2018-06-04,Monday,45,56,66,74,77,88,47
2018-05-31,Thursday,9,57,64,66,69,86,2
2018-05-29,Tuesday,19,28,42,49,68,83,20
2018-05-26,Saturday,20,27,32,55,69,90,60
2018-05-24,Thursday,1,27,31,58,83,87,86
2018-05-22,Tuesday,12,13,19,37,62,72,40
2018-05-19,Saturday,40,51,55,56,74,81,35
2018-05-17,Thursday,16,33,34,74,79,80,64
2018-05-15,Tuesday,3,10,38,52,65,71,1
2018-05-12,Saturday,29,49,50,56,64,78,89
2018-05-10,Thursday,41,62,77,79,81,84,60
2018-05-08,Tuesday,17,18,41,57,58,75,83
2018-05-05,Saturday,6,14,19,59,79,81,65
2018-05-03,Thursday,9,19,31,39,77,82,22
2018-04-30,Monday,6,10,26,47,60,75,78
2018-04-28,Saturday,2,25,41,42,74,87,13
2018-04-26,Thursday,44,52,64,66,67,71,83
2018-04-24,Tuesday,31,41,44,67,75,82,39
2018-04-21,Saturday,11,43,68,72,79,85,71
2018-04-19,Thursday,5,17,20,44,62,80,48
2018-04-17,Tuesday,12,23,39,54,72,73,53
2018-04-14,Saturday,1,10,31,44,58,80,70
2018-04-12,Thursday,8,28,34,38,47,54,7
2018-04-10,Tuesday,27,35,46,68,72,82,81
2018-04-07,Saturday,3,20,47,55,81,83,28
2018-04-05,Thursday,7,27,55,63,73,77,33
2018-04-03,Tuesday,30,45,47,49,71,90,29
2018-03-31,Saturday,1,6,7,9,45,79,80
2018-03-29,Thursday,11,15,32,35,52,56,5
2018-03-27,Tuesday,10,16,35,63,73,83,20
2018-03-24,Saturday,2,24,42,62,66,81,36
2018-03-22,Thursday,20,23,29,37,39,72,44
2018-03-20,Tuesday,9,20,33,43,44,48,8
2018-03-17,Saturday,7,35,52,85,88,90,72
2018-03-15,Thursday,2,13,17,31,45,69,87
2018-03-13,Tuesday,19,33,42,65,78,85,74
2018-03-10,Saturday,11,15,42,64,82,84,5
2018-03-08,Thursday,22,50,52,65,66,89,57
2018-03-06,Tuesday,12,36,45,46,67,75,66
2018-03-03,Saturday,2,19,62,74,81,83,56
2018-03-01,Thursday,9,23,57,72,77,82,64
2018-02-27,Tuesday,48,56,66,83,86,89,6
2018-02-24,Saturday,10,44,48,62,68,83,61
2018-02-22,Thursday,9,40,45,70,76,81,39
2018-02-20,Tuesday,17,25,52,55,67,75,90
2018-02-17,Saturday,5,17,37,40,55,79,31
2018-02-15,Thursday,5,17,34,40,78,82,60
2018-02-13,Tuesday,3,11,38,53,70,71,27
2018-02-10,Saturday,7,31,35,57,88,89,87
2018-02-08,Thursday,24,25,30,43,47,90,77
2018-02-06,Tuesday,4,8,16,35,36,74,31
2018-02-03,Saturday,1,8,19,28,34,87,43
2018-02-01,Thursday,20,45,51,63,85,89,2
2018-01-30,Tuesday,22,39,47,49,77,89,80
2018-01-27,Saturday,5,24,68,72,78,85,32
2018-01-25,Thursday,15,38,48,52,66,71,39
2018-01-23,Tuesday,2,5,24,32,47,62,17
2018-01-20,Saturday,27,48,50,74,76,84,19
2018-01-18,Thursday,29,43,46,50,85,86,39
2018-01-16,Tuesday,9,29,51,53,74,76,28
2018-01-13,Saturday,2,10,41,49,56,71,36
2018-01-11,Thursday,3,25,28,37,71,82,75
2018-01-09,Tuesday,8,69,70,84,88,90,53
2018-01-08,Monday,15,18,24,33,48,64,58
2018-01-04,Thursday,5,19,28,43,58,82,1
2018-01-02,Tuesday,1,19,26,44,61,89,84
2017-12-30,Saturday,6,17,23,46,52,53,85
2017-12-28,Thursday,10,28,33,43,50,80,34
2017-12-23,Saturday,35,39,48,71,88,89,10
2017-12-21,Thursday,12,25,50,59,67,88,24
2017-12-19,Tuesday,22,39,43,65,77,89,18
2017-12-18,Monday,24,55,71,73,85,90,2
2017-12-16,Saturday,3,7,53,65,66,73,11
2017-12-14,Thursday,25,33,39,59,72,74,22
2017-12-12,Tuesday,2,30,44,52,58,69,76
2017-12-09,Saturday,21,24,48,51,60,82,88
2017-12-07,Thursday,14,15,65,68,82,85,42
2017-12-05,Tuesday,10,34,45,63,81,83,41
2017-12-02,Saturday,4,12,25,27,35,69,67
2017-11-30,Thursday,5,17,19,33,43,63,15
2017-11-28,Tuesday,27,28,48,61,87,88,86
2017-11-25,Saturday,16,20,22,42,54,62,52
2017-11-23,Thursday,14,38,40,51,53,64,71
2017-11-21,Tuesday,32,40,41,47,56,72,58
2017-11-18,Saturday,3,16,24,27,44,88,80
2017-11-16,Thursday,2,12,16,26,51,73,46
2017-11-14,Tuesday,1,11,40,45,46,57,60
2017-11-11,Saturday,16,31,33,51,75,80,21
2017-11-09,Thursday,8,12,41,42,46,51,67
2017-11-07,Tuesday,2,6,34,69,77,86,15
2017-11-04,Saturday,6,7,8,38,45,78,26
2017-11-02,Thursday,11,31,46,48,65,68,28
2017-10-31,Tuesday,19,24,35,69,80,89,62
2017-10-28,Saturday,7,11,17,28,32,79,80
2017-10-26,Thursday,14,38,43,57,65,72,30
2017-10-24,Tuesday,6,45,47,61,74,80,32
2017-10-21,Saturday,21,22,31,32,33,81,48
2017-10-19,Thursday,16,17,58,66,71,72,12
2017-10-17,Tuesday,10,17,30,55,62,78,76
2017-10-14,Saturday,2,13,50,75,85,90,44
2017-10-12,Thursday,9,16,19,35,41,59,68
2017-10-10,Tuesday,4,26,52,65,66,72,1
2017-10-07,Saturday,14,17,35,37,55,83,43
2017-10-05,Thursday,14,33,48,61,65,80,46
2017-10-03,Tuesday,6,21,38,48,79,90,35
2017-09-30,Saturday,7,12,21,22,39,90,71
2017-09-28,Thursday,6,15,39,68,80,89,60
2017-09-26,Tuesday,13,18,19,46,58,60,57
2017-09-23,Saturday,8,46,48,69,72,81,66
2017-09-21,Thursday,13,16,27,48,67,77,8
2017-09-19,Tuesday,38,45,46,55,65,73,53
2017-09-16,Saturday,22,35,36,55,63,86,47
2017-09-14,Thursday,18,25,29,30,33,69,38
2017-09-12,Tuesday,7,10,25,26,37,68,41
2017-09-09,Saturday,29,39,49,56,83,85,11
2017-09-07,Thursday,11,29,64,68,70,85,48
2017-09-05,Tuesday,7,12,66,68,73,76,59
2017-09-02,Saturday,2,49,57,60,71,77,40
2017-08-31,Thursday,5,29,32,33,72,89,70
2017-08-29,Tuesday,21,23,54,73,84,88,33
2017-08-26,Saturday,28,29,36,54,55,68,8
2017-08-24,Thursday,40,45,54,72,85,88,50
2017-08-22,Tuesday,34,46,50,52,67,86,58
2017-08-19,Saturday,18,29,34,47,48,60,25
2017-08-17,Thursday,22,28,46,52,69,86,68
2017-08-14,Monday,34,44,46,47,64,88,72
2017-08-12,Saturday,6,17,32,40,44,67,21
2017-08-10,Thursday,3,5,24,41,48,80,71
2017-08-08,Tuesday,17,24,33,41,63,66,83
2017-08-05,Saturday,14,19,50,69,75,90,67
2017-08-03,Thursday,20,25,39,49,69,71,2
2017-08-01,Tuesday,1,8,28,54,82,90,5
2017-07-29,Saturday,5,11,58,75,78,81,79
2017-07-27,Thursday,5,15,52,60,77,84,28
2017-07-25,Tuesday,4,29,30,47,52,59,79
2017-07-22,Saturday,6,22,26,33,51,88,68
2017-07-20,Thursday,22,32,45,60,61,80,67
2017-07-18,Tuesday,17,34,42,47,75,85,49
2017-07-15,Saturday,27,37,44,47,73,86,68
2017-07-13,Thursday,2,11,26,62,74,78,88
2017-07-11,Tuesday,6,12,38,42,49,83,53
2017-07-08,Saturday,6,8,32,54,80,82,75
2017-07-06,Thursday,36,37,46,48,51,74,54
2017-07-04,Tuesday,21,37,58,75,81,85,12
2017-07-01,Saturday,15,20,45,59,81,85,72
2017-06-29,Thursday,16,19,38,40,58,79,26
2017-06-27,Tuesday,9,14,62,64,78,82,24
2017-06-24,Saturday,2,18,20,23,30,75,26
2017-06-22,Thursday,9,18,24,42,59,71,69
2017-06-20,Tuesday,38,46,54,76,82,86,17
2017-06-17,Saturday,45,48,71,75,80,83,40
2017-06-15,Thursday,6,24,28,32,78,83,13
2017-06-13,Tuesday,41,50,69,71,77,81,26
2017-06-10,Saturday,19,54,56,57,67,69,21
2017-06-08,Thursday,11,28,32,48,54,59,73
2017-06-06,Tuesday,7,12,26,46,56,70,13
2017-06-03,Saturday,2,22,36,77,83,90,47
2017-06-01,Thursday,7,15,27,37,56,58,32
2017-05-30,Tuesday,21,26,35,59,66,70,69
2017-05-27,Saturday,16,34,57,64,65,78,49
2017-05-25,Thursday,10,33,40,42,46,77,63
2017-05-23,Tuesday,10,18,23,34,61,75,35
2017-05-20,Saturday,6,37,46,53,73,78,69
2017-05-18,Thursday,1,19,47,61,70,87,37
2017-05-16,Tuesday,29,38,75,79,80,90,67
2017-05-13,Saturday,4,15,21,22,44,77,54
2017-05-11,Thursday,19,37,45,51,82,83,58
2017-05-09,Tuesday,3,25,63,70,75,78,65
2017-05-06,Saturday,57,60,73,77,82,86,72
2017-05-04,Thursday,15,20,33,39,65,75,7
2017-05-02,Tuesday,28,43,59,60,78,80,2
2017-04-29,Saturday,8,14,25,41,79,84,85
2017-04-27,Thursday,8,27,54,62,82,83,17
2017-04-24,Monday,8,17,28,35,74,82,13
2017-04-22,Saturday,1,4,9,10,36,79,56
2017-04-20,Thursday,3,14,52,67,72,82,61
2017-04-18,Tuesday,18,29,52,74,76,88,31
2017-04-15,Saturday,6,20,35,36,55,59,52
2017-04-13,Thursday,16,24,56,69,85,87,51
2017-04-11,Tuesday,5,57,59,69,81,86,77
2017-04-08,Saturday,4,6,27,76,80,86,48
2017-04-06,Thursday,15,16,21,24,53,89,31
2017-04-04,Tuesday,3,16,29,34,37,57,62
2017-04-01,Saturday,8,46,68,70,76,86,39
2017-03-30,Thursday,5,16,40,70,74,76,85
2017-03-28,Tuesday,3,6,20,54,72,90,71
2017-03-25,Saturday,3,50,60,64,85,86,58
2017-03-23,Thursday,25,39,48,74,86,89,67
2017-03-21,Tuesday,32,35,58,63,76,79,14
2017-03-18,Saturday,14,41,60,74,79,80,18
2017-03-16,Thursday,16,21,31,62,69,85,12
2017-03-14,Tuesday,16,21,53,74,79,80,27
2017-03-11,Saturday,3,6,46,48,63,76,66
2017-03-09,Thursday,4,17,39,40,50,58,15
2017-03-07,Tuesday,8,19,28,33,71,89,17
2017-03-04,Saturday,2,11,26,51,64,87,37
2017-03-02,Thursday,34,37,52,58,65,89,86
2017-02-28,Tuesday,19,22,44,45,71,76,3
2017-02-25,Saturday,11,17,40,69,84,85,82
2017-02-23,Thursday,9,11,21,37,86,90,17
2017-02-21,Tuesday,4,22,36,60,66,90,11
2017-02-18,Saturday,7,13,24,36,37,86,33
2017-02-16,Thursday,13,17,26,33,60,78,69
2017-02-14,Tuesday,9,14,19,35,48,65,2
2017-02-11,Saturday,6,9,11,32,63,83,42
2017-02-09,Thursday,18,25,35,38,45,75,20
2017-02-07,Tuesday,2,21,38,74,79,83,88
2017-02-04,Saturday,13,18,34,51,62,81,20
2017-02-02,Thursday,11,27,56,57,64,66,33
2017-01-31,Tuesday,14,15,16,43,49,77,8
2017-01-28,Saturday,9,13,15,51,73,74,7
2017-01-26,Thursday,43,48,49,51,60,75,29
2017-01-24,Tuesday,63,67,74,77,83,85,21
2017-01-21,Saturday,6,55,63,68,76,80,37
2017-01-19,Thursday,32,51,74,79,80,81,64
2017-01-17,Tuesday,16,44,49,57,60,81,51
2017-01-14,Saturday,12,17,24,45,67,84,32
2017-01-12,Thursday,14,16,30,34,52,73,28
2017-01-10,Tuesday,1,9,22,25,58,84,12
2017-01-07,Saturday,2,8,62,79,81,88,32
2017-01-05,Thursday,1,7,21,27,39,78,40
2017-01-03,Tuesday,9,12,27,32,45,77,3
2016-12-31,Saturday,12,14,18,22,28,33,66
2016-12-29,Thursday,31,33,38,58,76,85,25
2016-12-27,Tuesday,13,25,30,57,58,64,14
2016-12-24,Saturday,1,19,21,32,48,86,3
2016-12-22,Thursday,14,23,24,44,77,86,74
2016-12-20,Tuesday,10,11,29,47,58,73,43
2016-12-17,Saturday,7,15,31,39,41,45,50
2016-12-15,Thursday,9,30,31,53,67,86,42
2016-12-13,Tuesday,17,21,35,48,60,76,23
2016-12-12,Monday,6,39,52,65,68,86,30
2016-12-10,Saturday,54,65,66,68,70,85,52
2016-12-06,Tuesday,24,51,56,64,65,73,34
2016-12-03,Saturday,2,10,15,26,68,71,64
2016-12-01,Thursday,11,20,31,56,63,72,28
2016-11-29,Tuesday,5,24,35,49,62,77,90
2016-11-26,Saturday,41,42,44,47,68,69,80
2016-11-24,Thursday,53,68,75,79,82,84,42
2016-11-22,Tuesday,8,21,44,77,80,86,62
2016-11-19,Saturday,28,29,37,43,51,78,90
2016-11-17,Thursday,2,20,23,41,44,59,29
2016-11-15,Tuesday,9,18,25,31,78,81,33
2016-11-12,Saturday,9,12,20,22,75,90,77
2016-11-10,Thursday,26,41,50,55,69,86,47
2016-11-08,Tuesday,31,32,60,75,81,84,62
2016-11-05,Saturday,21,22,26,35,47,85,18
2016-11-03,Thursday,21,35,56,66,68,79,15
2016-10-31,Monday,3,14,18,25,47,75,72
2016-10-29,Saturday,1,7,13,17,40,49,80
2016-10-27,Thursday,3,12,23,71,76,83,56
2016-10-25,Tuesday,4,40,54,65,83,85,73
2016-10-22,Saturday,1,6,45,48,64,78,33
2016-10-20,Thursday,2,43,65,66,67,90,44
2016-10-18,Tuesday,24,44,48,61,73,87,88
2016-10-15,Saturday,4,7,36,72,78,81,20
2016-10-13,Thursday,4,34,39,60,61,77,85
2016-10-11,Tuesday,11,12,17,53,71,76,90
2016-10-08,Saturday,18,25,37,47,62,87,74
2016-10-06,Thursday,2,12,26,52,59,80,16
2016-10-04,Tuesday,47,49,67,80,84,85,21
2016-10-01,Saturday,18,19,57,74,80,82,29
2016-09-29,Thursday,11,40,41,44,67,70,68
2016-09-27,Tuesday,36,41,55,81,83,85,51
2016-09-24,Saturday,3,16,22,31,45,56,37
2016-09-22,Thursday,4,11,34,49,55,83,85
2016-09-20,Tuesday,45,46,48,52,77,78,21
2016-09-17,Saturday,2,4,10,59,68,88,58
2016-09-15,Thursday,14,18,30,48,53,86,71
2016-09-13,Tuesday,9,22,48,66,68,83,62
2016-09-10,Saturday,9,13,16,49,64,65,58
2016-09-08,Thursday,6,12,47,51,60,79,54
2016-09-06,Tuesday,7,30,34,61,84,88,25
2016-09-03,Saturday,4,29,35,46,82,85,13
2016-09-01,Thursday,4,18,43,60,69,85,87
2016-08-30,Tuesday,6,9,17,47,66,86,21
2016-08-27,Saturday,1,32,37,54,66,81,90
2016-08-25,Thursday,16,28,40,43,57,61,8
2016-08-23,Tuesday,4,28,48,67,68,84,2
2016-08-20,Saturday,10,29,35,44,49,65,50
2016-08-18,Thursday,8,39,59,65,82,83,41
2016-08-16,Tuesday,9,12,18,63,64,73,88
2016-08-13,Saturday,2,25,43,72,87,89,74
2016-08-11,Thursday,31,65,78,85,89,90,34
2016-08-09,Tuesday,12,27,34,76,77,85,78
2016-08-06,Saturday,23,34,58,61,71,77,53
2016-08-04,Thursday,25,37,40,61,65,77,23
2016-08-02,Tuesday,34,54,57,84,89,90,44
2016-07-30,Saturday,15,22,26,45,48,82,64
2016-07-28,Thursday,29,37,38,61,63,85,59
2016-07-26,Tuesday,4,13,15,18,72,76,69
2016-07-23,Saturday,1,30,42,61,76,88,71
2016-07-21,Thursday,19,27,35,56,60,89,47
2016-07-19,Tuesday,4,10,28,29,48,52,3
2016-07-16,Saturday,26,37,43,67,75,78,10
2016-07-14,Thursday,38,56,61,67,72,82,87
2016-07-12,Tuesday,1,41,59,63,81,85,74
2016-07-09,Saturday,12,34,44,45,53,68,81
2016-07-07,Thursday,1,4,32,59,70,86,89
2016-07-05,Tuesday,22,26,43,50,59,65,20
2016-07-02,Saturday,8,9,22,43,50,56,20
2016-06-30,Thursday,30,31,32,34,50,51,75
2016-06-28,Tuesday,5,23,44,59,60,83,50
2016-06-25,Saturday,11,14,44,54,85,87,35
2016-06-23,Thursday,17,18,25,43,66,87,1
2016-06-21,Tuesday,4,30,31,45,49,85,11
2016-06-18,Saturday,24,25,45,51,52,63,19
2016-06-16,Thursday,18,19,29,47,59,68,21
2016-06-14,Tuesday,25,31,33,42,58,86,3
2016-06-11,Saturday,27,30,34,40,52,68,50
2016-06-09,Thursday,9,14,61,76,80,83,44
2016-06-07,Tuesday,24,29,45,63,65,70,8
2016-06-06,Monday,3,54,56,57,75,90,1
2016-06-04,Saturday,8,10,18,64,85,87,3
2016-05-31,Tuesday,8,18,33,41,62,71,1
2016-05-28,Saturday,3,5,12,17,44,51,18
2016-05-26,Thursday,1,32,34,58,64,86,52
2016-05-24,Tuesday,14,16,45,47,48,86,23
2016-05-21,Saturday,9,11,20,35,66,68,90
2016-05-19,Thursday,15,39,54,62,71,74,60
2016-05-17,Tuesday,1,10,19,44,68,74,56
2016-05-14,Saturday,11,19,56,72,73,75,90
2016-05-12,Thursday,10,25,52,54,59,84,42
2016-05-10,Tuesday,25,26,49,54,55,66,16
2016-05-07,Saturday,3,32,34,36,82,87,12
2016-05-05,Thursday,7,20,25,32,75,90,12
2016-05-03,Tuesday,14,29,58,72,75,85,71
2016-04-30,Saturday,22,38,47,51,61,85,87
2016-04-28,Thursday,10,11,24,30,48,63,7
2016-04-26,Tuesday,38,49,51,59,77,90,35
2016-04-23,Saturday,10,11,15,33,79,83,27
2016-04-21,Thursday,1,15,30,50,54,62,71
2016-04-19,Tuesday,14,30,61,86,88,90,89
2016-04-16,Saturday,8,12,23,58,86,89,62
2016-04-14,Thursday,1,2,6,42,67,83,80
2016-04-12,Tuesday,34,50,55,72,79,89,1
2016-04-09,Saturday,2,5,12,33,54,59,18
2016-04-07,Thursday,38,42,45,59,66,87,5
2016-04-05,Tuesday,12,23,28,32,42,85,31
2016-04-02,Saturday,2,24,65,75,81,88,6
2016-03-31,Thursday,17,28,63,78,84,88,34
2016-03-29,Tuesday,29,55,65,71,73,77,5
2016-03-26,Saturday,28,43,67,68,72,79,18
2016-03-24,Thursday,14,24,26,57,67,89,28
2016-03-22,Tuesday,17,31,32,43,59,71,2
2016-03-19,Saturday,18,41,51,56,72,76,68
2016-03-17,Thursday,1,12,65,67,76,86,89
2016-03-15,Tuesday,2,4,17,19,38,56,80
2016-03-12,Saturday,29,37,52,67,80,82,68
2016-03-10,Thursday,9,16,18,22,65,71,84
2016-03-08,Tuesday,8,27,32,51,52,89,49
2016-03-05,Saturday,6,8,68,77,80,86,27
2016-03-03,Thursday,8,16,29,49,56,62,44
2016-03-01,Tuesday,15,20,25,30,45,55,73
